,class_or_metric,precision,recall,f1-score,support
0,0,0.7638888888888888,0.7482993197278912,0.7560137457044673,147.0
1,1,0.7454545454545455,0.7387387387387387,0.7420814479638009,111.0
2,2,0.23076923076923078,0.3333333333333333,0.2727272727272727,9.0
3,accuracy,0.7303370786516854,0.7303370786516854,0.7303370786516854,0.7303370786516854
4,macro avg,0.580037555037555,0.606790463933321,0.5902741554651804,267.0
5,weighted avg,0.7382548475245104,0.7303370786516854,0.7339311115995659,267.0
