,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,mean,std
fit_time,0.0267181396484375,0.031203746795654297,0.03481292724609375,0.03117680549621582,0.035277366638183594,0.03196835517883301,0.033644676208496094,0.03006744384765625,0.03073716163635254,0.032097578048706055,0.03133058547973633,0.03264784812927246,0.03397774696350098,0.033164262771606445,0.03093266487121582,0.03198382059733073,0.0021243237100503406
score_time,0.016429662704467773,0.016816377639770508,0.01617717742919922,0.0169675350189209,0.016701936721801758,0.016587257385253906,0.017308712005615234,0.016370773315429688,0.01595783233642578,0.01702260971069336,0.015769004821777344,0.017592430114746094,0.018107175827026367,0.016170263290405273,0.017128467559814453,0.01674048105875651,0.0006358920334311607
test_accuracy,0.6296296296296297,0.46296296296296297,0.6792452830188679,0.6792452830188679,0.9056603773584906,0.7777777777777778,0.7037037037037037,0.6792452830188679,0.5471698113207547,0.6981132075471698,0.6481481481481481,0.7777777777777778,0.6037735849056604,0.6037735849056604,0.6792452830188679,0.6716981132075472,0.10344894800655226
test_f1_macro,0.5608969513731418,0.39577950043066323,0.46581196581196577,0.5955204216073781,0.8363636363636363,0.6381852977597658,0.5955831608005521,0.5936507936507937,0.5529966487413296,0.7841269841269841,0.6253270538984824,0.6472813238770685,0.5245726495726496,0.540829346092504,0.5955555555555555,0.5968320859774982,0.1091185385525567
test_precision_macro,0.5429059829059829,0.3858363858363858,0.48095238095238096,0.5769230769230769,0.7915273132664437,0.6244444444444445,0.5758547008547009,0.5571348940914159,0.5222222222222221,0.7865591397849463,0.5902298850574712,0.63,0.5013986013986014,0.5223665223665224,0.582972582972583,0.5780885422051453,0.10495506253050023
test_recall_macro,0.5939530234882558,0.47373737373737373,0.47676767676767673,0.6274817136886103,0.938871473354232,0.6979010494752623,0.6464646464646465,0.7828282828282829,0.6985370950888191,0.7831765935214211,0.766616691654173,0.6989898989898989,0.7383838383838383,0.5705329153605015,0.6347962382445141,0.6752692340698339,0.12218094243093404
