,class_or_metric,precision,recall,f1-score,support
0,0,0.49193548387096775,0.41496598639455784,0.45018450184501846,147.0
1,1,0.5454545454545454,0.3783783783783784,0.44680851063829785,111.0
2,2,0.13636363636363635,1.0,0.24,9.0
3,accuracy,0.41947565543071164,0.41947565543071164,0.41947565543071164,0.41947565543071164
4,macro avg,0.39125122189638323,0.597781454924312,0.3789976708277721,267.0
5,weighted avg,0.502199413489736,0.41947565543071164,0.44169612903396543,267.0
