,class_or_metric,precision,recall,f1-score,support
0,0,0.7659574468085106,0.7346938775510204,0.75,147.0
1,1,0.7345132743362832,0.7477477477477478,0.7410714285714286,111.0
2,2,0.23076923076923078,0.3333333333333333,0.2727272727272727,9.0
3,accuracy,0.7265917602996255,0.7265917602996255,0.7265917602996255,0.7265917602996255
4,macro avg,0.5770799839713415,0.6052583195440339,0.5879329004329005,267.0
5,weighted avg,0.7348450981614291,0.7265917602996255,0.730200277250839,267.0
