,class_or_metric,precision,recall,f1-score,support
0,0,0.7416666666666667,0.6054421768707483,0.6666666666666666,147.0
1,1,0.6451612903225806,0.7207207207207207,0.6808510638297872,111.0
2,2,0.30434782608695654,0.7777777777777778,0.4375,9.0
3,accuracy,0.6591760299625468,0.6591760299625468,0.6591760299625468,0.6591760299625468
4,macro avg,0.5637252610254012,0.7013135584564156,0.5950059101654847,267.0
5,weighted avg,0.6868053695153148,0.6591760299625468,0.6648388317794247,267.0
