,class_or_metric,precision,recall,f1-score,support
0,0,0.6862745098039216,0.47619047619047616,0.5622489959839357,147.0
1,1,0.5864661654135338,0.7027027027027027,0.639344262295082,111.0
2,2,0.28125,1.0,0.43902439024390244,9.0
3,accuracy,0.5880149812734082,0.5880149812734082,0.5880149812734082,0.5880149812734082
4,macro avg,0.5179968917391519,0.7262977262977263,0.54687254950764,267.0
5,weighted avg,0.6311286415808192,0.5880149812734082,0.5901461986389055,267.0
