,class_or_metric,precision,recall,f1-score,support
0,0,0.7540983606557377,0.6258503401360545,0.6840148698884758,147.0
1,1,0.664,0.7477477477477478,0.7033898305084746,111.0
2,2,0.35,0.7777777777777778,0.4827586206896552,9.0
3,accuracy,0.6816479400749064,0.6816479400749064,0.6816479400749064,0.6816479400749064
4,macro avg,0.5893661202185793,0.71712528855386,0.6233877736955352,267.0
5,weighted avg,0.7030204457542826,0.6816479400749064,0.6852857102855937,267.0
