,class_or_metric,precision,recall,f1-score,support
0,0,0.7465753424657534,0.7414965986394558,0.7440273037542662,147.0
1,1,0.7079646017699115,0.7207207207207207,0.7142857142857143,111.0
2,2,0.375,0.3333333333333333,0.35294117647058826,9.0
3,accuracy,0.7191011235955056,0.7191011235955056,0.7191011235955056,0.7191011235955056
4,macro avg,0.6098466480785549,0.5985168842311699,0.6037513981701896,267.0
5,weighted avg,0.7179986746776252,0.7191011235955056,0.7184801442914858,267.0
