,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,mean,std
fit_time,0.014321088790893555,0.014087438583374023,0.00945281982421875,0.008548736572265625,0.008430957794189453,0.008788585662841797,0.00875997543334961,0.009435176849365234,0.009280920028686523,0.009325981140136719,0.009080886840820312,0.008070945739746094,0.008839845657348633,0.008781671524047852,0.008387565612792969,0.009572839736938477,0.001923562058291778
score_time,0.01774430274963379,0.016301631927490234,0.014743804931640625,0.012474775314331055,0.01265573501586914,0.012089729309082031,0.012024402618408203,0.012384176254272461,0.012176513671875,0.013725042343139648,0.012647628784179688,0.012294292449951172,0.01192927360534668,0.012729644775390625,0.01261281967163086,0.01323558489481608,0.0017189489209549907
test_accuracy,0.5185185185185185,0.48148148148148145,0.6415094339622641,0.6792452830188679,0.6981132075471698,0.5370370370370371,0.6296296296296297,0.5849056603773585,0.5283018867924528,0.5849056603773585,0.4444444444444444,0.5555555555555556,0.3018867924528302,0.49056603773584906,0.6037735849056604,0.5519916142557653,0.10043325692273573
test_f1_macro,0.5601851851851851,0.47220706795174877,0.5680817610062893,0.6169874849120133,0.5964950082597141,0.42706552706552703,0.5233333333333333,0.4996498599439776,0.5055744520030234,0.5463907785336356,0.3956043956043956,0.45613526570048313,0.2698412698412698,0.4133192389006343,0.5942857142857142,0.49634375616846305,0.09337818570836527
test_precision_macro,0.5209394453876627,0.437056277056277,0.5546594982078853,0.5876623376623377,0.6468129571577848,0.4701415701415701,0.5198412698412699,0.48595848595848595,0.4785714285714285,0.5208391348742225,0.39330975537872087,0.48571428571428577,0.34782608695652173,0.41591902461467684,0.557142857142857,0.4948262943110658,0.07731188237588645
test_recall_macro,0.6771614192903548,0.6484848484848484,0.7727272727272728,0.7826541274817137,0.8160919540229884,0.5514742628685657,0.6060606060606061,0.7272727272727272,0.6797283176593522,0.7251828631138976,0.6341829085457271,0.5575757575757576,0.5404040404040403,0.49791013584117033,0.7366771159874608,0.6635725571557655,0.09776637892932231
