,class_or_metric,precision,recall,f1-score,support
0,0,0.71875,0.46938775510204084,0.5679012345679012,147.0
1,1,0.6014492753623188,0.7477477477477478,0.6666666666666666,111.0
2,2,0.2727272727272727,1.0,0.42857142857142855,9.0
3,accuracy,0.602996254681648,0.602996254681648,0.602996254681648,0.602996254681648
4,macro avg,0.5309755160298638,0.7390451676165961,0.5543797766019988,267.0
5,weighted avg,0.6549500562537934,0.602996254681648,0.6042645106315518,267.0
