,class_or_metric,precision,recall,f1-score,support
0,0,0.6971830985915493,0.673469387755102,0.6851211072664359,147.0
1,1,0.6396396396396397,0.6396396396396397,0.6396396396396397,111.0
2,2,0.42857142857142855,0.6666666666666666,0.5217391304347826,9.0
3,accuracy,0.6591760299625468,0.6591760299625468,0.6591760299625468,0.6591760299625468
4,macro avg,0.5884647222675391,0.6599252313538028,0.6154999591136194,267.0
5,weighted avg,0.664206211049066,0.6591760299625468,0.6607058237531053,267.0
