,class_or_metric,precision,recall,f1-score,support
0,0,0.75,0.6122448979591837,0.6741573033707865,147.0
1,1,0.6585365853658537,0.7297297297297297,0.6923076923076923,111.0
2,2,0.3333333333333333,0.8888888888888888,0.48484848484848486,9.0
3,accuracy,0.6704119850187266,0.6704119850187266,0.6704119850187266,0.6704119850187266
4,macro avg,0.5806233062330624,0.7436211721926007,0.6171044935089879,267.0
5,weighted avg,0.6979309399835572,0.6704119850187266,0.6753217745516698,267.0
