,class_or_metric,precision,recall,f1-score,support
0,0,0.7191780821917808,0.7142857142857143,0.7167235494880546,147.0
1,1,0.6637168141592921,0.6756756756756757,0.6696428571428571,111.0
2,2,0.375,0.3333333333333333,0.35294117647058826,9.0
3,accuracy,0.6853932584269663,0.6853932584269663,0.6853932584269663,0.6853932584269663
4,macro avg,0.5859649654503576,0.5744315744315743,0.5797691943671667,267.0
5,weighted avg,0.6845196421493377,0.6853932584269663,0.6848883502091253,267.0
