,class_or_metric,precision,recall,f1-score,support
0,0,0.75,0.5510204081632653,0.6352941176470588,147.0
1,1,0.6412213740458015,0.7567567567567568,0.6942148760330579,111.0
2,2,0.2857142857142857,0.8888888888888888,0.43243243243243246,9.0
3,accuracy,0.6479400749063671,0.6479400749063671,0.6479400749063671,0.6479400749063671
4,macro avg,0.5589785532533624,0.7322220179363036,0.587313808704183,267.0
5,weighted avg,0.6891273449082868,0.6479400749063671,0.6529512300587227,267.0
