,class_or_metric,precision,recall,f1-score,support
0,0,0.66,0.4489795918367347,0.5344129554655871,147.0
1,1,0.5611510791366906,0.7027027027027027,0.624,111.0
2,2,0.25,0.7777777777777778,0.3783783783783784,9.0
3,accuracy,0.5655430711610487,0.5655430711610487,0.5655430711610487,0.5655430711610487
4,macro avg,0.49038369304556356,0.6431533574390716,0.5122637779479885,267.0
5,weighted avg,0.6050852800905344,0.5655430711610487,0.5663974152016731,267.0
