,class_or_metric,precision,recall,f1-score,support
0,0,0.7602739726027398,0.7551020408163265,0.757679180887372,147.0
1,1,0.7476635514018691,0.7207207207207207,0.7339449541284404,111.0
2,2,0.35714285714285715,0.5555555555555556,0.43478260869565216,9.0
3,accuracy,0.7340823970037453,0.7340823970037453,0.7340823970037453,0.7340823970037453
4,macro avg,0.6216934603824887,0.6771261056975343,0.6421355812371549,267.0
5,weighted avg,0.7414427486610334,0.7340823970037453,0.7369279886777581,267.0
