,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,mean,std
fit_time,0.009630918502807617,0.00970602035522461,0.007288455963134766,0.00587010383605957,0.0060002803802490234,0.005776643753051758,0.005707502365112305,0.0066852569580078125,0.007531642913818359,0.006021976470947266,0.0059604644775390625,0.005783557891845703,0.009859800338745117,0.009995222091674805,0.006394147872924805,0.0072141329447428385,0.0017008069463093998
score_time,0.021584510803222656,0.018174171447753906,0.011538028717041016,0.013624906539916992,0.01362156867980957,0.01200556755065918,0.01604175567626953,0.015677452087402344,0.012226343154907227,0.011948347091674805,0.013385772705078125,0.013627052307128906,0.021475791931152344,0.02038121223449707,0.011944770812988281,0.01515048344930013,0.003596652356243422
test_accuracy,0.4444444444444444,0.3888888888888889,0.4528301886792453,0.37735849056603776,0.39622641509433965,0.4444444444444444,0.4444444444444444,0.41509433962264153,0.39622641509433965,0.5471698113207547,0.4074074074074074,0.3888888888888889,0.41509433962264153,0.4339622641509434,0.49056603773584906,0.42953645469368745,0.04467669386260842
test_f1_macro,0.3161375661375661,0.3015350877192982,0.2897913680522376,0.26280193236714977,0.27619047619047615,0.33136200716845876,0.31989247311827956,0.25,0.27881297446514836,0.44744744744744747,0.3002469135802469,0.28518518518518515,0.2698412698412698,0.3220258002866698,0.3761904761904762,0.3084973985166607,0.04980148855883709
test_precision_macro,0.23095238095238094,0.3773109243697479,0.5444444444444444,0.20128205128205132,0.21002710027100271,0.5604395604395603,0.23095238095238094,0.196969696969697,0.21388888888888888,0.6296296296296297,0.24403927068723705,0.20833333333333334,0.5299145299145299,0.5565410199556541,0.5788617886178862,0.36757246671389504,0.17466336670610472
test_recall_macro,0.6521739130434783,0.6171717171717171,0.592929292929293,0.5402298850574713,0.5517241379310345,0.649175412293853,0.6666666666666666,0.5666666666666667,0.5517241379310345,0.6509926854754441,0.6231884057971014,0.6212121212121212,0.5707070707070706,0.5783699059561128,0.6165099268547545,0.6032961297129215,0.041660017294389694
