,class_or_metric,precision,recall,f1-score,support
0,0,0.7655172413793103,0.7551020408163265,0.7602739726027398,147.0
1,1,0.75,0.7297297297297297,0.7397260273972602,111.0
2,2,0.2857142857142857,0.4444444444444444,0.34782608695652173,9.0
3,accuracy,0.7340823970037453,0.7340823970037453,0.7340823970037453,0.7340823970037453
4,macro avg,0.6004105090311986,0.6430920716635001,0.6159420289855072,267.0
5,weighted avg,0.7428931200531356,0.7340823970037453,0.7378288306977803,267.0
