,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,mean,std
fit_time,0.06221413612365723,0.05495285987854004,0.11271810531616211,0.034236907958984375,0.03333735466003418,0.048850297927856445,0.029544591903686523,0.04374122619628906,0.051589250564575195,0.03982996940612793,0.0427095890045166,0.04225587844848633,0.04360389709472656,0.03359174728393555,0.03182077407836914,0.04699977238972982,0.02038380780977475
score_time,0.018591642379760742,0.017434358596801758,0.01770472526550293,0.016785860061645508,0.016824007034301758,0.016450166702270508,0.02265310287475586,0.018814563751220703,0.01970672607421875,0.018128395080566406,0.017590045928955078,0.018721580505371094,0.017338991165161133,0.01715683937072754,0.016306161880493164,0.018013811111450194,0.0016027511144923279
test_accuracy,0.6111111111111112,0.5185185185185185,0.660377358490566,0.6415094339622641,0.8490566037735849,0.7592592592592593,0.7407407407407407,0.660377358490566,0.5849056603773585,0.7169811320754716,0.6296296296296297,0.8148148148148148,0.6037735849056604,0.6037735849056604,0.6415094339622641,0.6690892150011647,0.09026338235737162
test_f1_macro,0.5479245283018868,0.48721174004192874,0.4535147392290249,0.6218487394957982,0.7958152958152959,0.6185936036397699,0.6116552215842995,0.5810276679841898,0.6087768440709617,0.7395534290271133,0.5918803418803419,0.6732943469785576,0.5245726495726496,0.5177245341179767,0.569392033542977,0.5961857143521847,0.09052262040811943
test_precision_macro,0.5308641975308641,0.46014492753623193,0.4598765432098766,0.5808857808857809,0.7508417508417509,0.6111111111111112,0.5977777777777777,0.545,0.5667789001122334,0.6994949494949494,0.5636216979229683,0.6549919484702094,0.5013986013986014,0.5073529411764706,0.5523504273504274,0.5721661036546168,0.08218074846863474
test_recall_macro,0.5824587706146926,0.6707070707070707,0.4575757575757575,0.7596656217345873,0.8970741901776385,0.6864067966016991,0.6767676767676768,0.7717171717171717,0.7178683385579937,0.8019853709508883,0.7551224387806097,0.7212121212121212,0.7383838383838383,0.5632183908045977,0.6044932079414838,0.6936437841685218,0.10843576267274259
