,class_or_metric,precision,recall,f1-score,support
0,0,0.4878048780487805,0.40816326530612246,0.4444444444444444,147.0
1,1,0.5394736842105263,0.36936936936936937,0.4385026737967914,111.0
2,2,0.1323529411764706,1.0,0.23376623376623376,9.0
3,accuracy,0.41198501872659177,0.41198501872659177,0.41198501872659177,0.41198501872659177
4,macro avg,0.3865438344785925,0.5925108782251639,0.3722377840024899,267.0
5,weighted avg,0.4973036422888666,0.41198501872659177,0.43487275741076137,267.0
