,class_or_metric,precision,recall,f1-score,support
0,0,0.7153846153846154,0.6326530612244898,0.6714801444043321,147.0
1,1,0.6141732283464567,0.7027027027027027,0.6554621848739496,111.0
2,2,0.4,0.4444444444444444,0.42105263157894735,9.0
3,accuracy,0.6554307116104869,0.6554307116104869,0.6554307116104869,0.6554307116104869
4,macro avg,0.5765192812436907,0.5932667361238789,0.5826649869524098,267.0
5,weighted avg,0.6626770292434275,0.6554307116104869,0.6563796158526433,267.0
