,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,mean,std
fit_time,0.02632284164428711,0.02547144889831543,0.026087522506713867,0.0266263484954834,0.03144192695617676,0.04397702217102051,0.035698652267456055,0.03286862373352051,0.04288482666015625,0.040771484375,0.04216647148132324,0.02928447723388672,0.030319690704345703,0.04257059097290039,0.033190011978149414,0.03397879600524902,0.0068674840538126055
score_time,0.014475107192993164,0.015541791915893555,0.015692710876464844,0.015845537185668945,0.016774415969848633,0.0169827938079834,0.01694035530090332,0.017158031463623047,0.01640462875366211,0.016812562942504883,0.01701664924621582,0.01700878143310547,0.01678156852722168,0.016644716262817383,0.016828536987304688,0.016460545857747397,0.0007488605679118195
test_accuracy,0.6111111111111112,0.5,0.660377358490566,0.6792452830188679,0.8490566037735849,0.7962962962962963,0.7222222222222222,0.6981132075471698,0.5660377358490566,0.7358490566037735,0.6296296296296297,0.7777777777777778,0.6792452830188679,0.6037735849056604,0.6792452830188679,0.6791986955508968,0.09092902328277204
test_f1_macro,0.5770748550992724,0.4645942630438755,0.4488888888888889,0.6755876711717739,0.7958152958152959,0.6614657210401892,0.6085769980506822,0.6062200956937799,0.5676190476190476,0.7520983694199413,0.5918803418803419,0.6458634432619454,0.5775630703166935,0.5177245341179767,0.5955204216073781,0.6057662011351389,0.09365136035562777
test_precision_macro,0.5793650793650794,0.4431216931216932,0.4523809523809524,0.63,0.7508417508417509,0.6431623931623932,0.5889694041867956,0.5698653198653199,0.528395061728395,0.7131910235358511,0.5636216979229683,0.6290366721401205,0.5527777777777777,0.5073529411764706,0.5769230769230769,0.581933656275243,0.08448585596759639
test_recall_macro,0.5824587706146926,0.6555555555555556,0.4575757575757575,0.7826541274817137,0.8970741901776385,0.7093953023488256,0.6575757575757576,0.793939393939394,0.7063740856844305,0.8134796238244514,0.7551224387806097,0.6909090909090909,0.7868686868686868,0.5632183908045977,0.6274817136886103,0.6986455257219876,0.11290626442880002
