,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,mean,std
fit_time,0.23011112213134766,0.3515779972076416,0.10186481475830078,0.07014751434326172,0.07127642631530762,0.06865167617797852,0.06835246086120605,0.11360907554626465,0.22180533409118652,0.08263802528381348,0.3761470317840576,0.4097898006439209,0.0705571174621582,0.6197760105133057,0.11792802810668945,0.19828216234842935,0.16859484494613572
score_time,0.015848398208618164,0.01388406753540039,0.014002084732055664,0.013856887817382812,0.014027118682861328,0.013814210891723633,0.013760089874267578,0.013832807540893555,0.014012336730957031,0.015926599502563477,0.04173898696899414,0.013845443725585938,0.015356063842773438,0.013799667358398438,0.014105796813964844,0.016120704015096028,0.007127351446313604
test_accuracy,0.7037037037037037,0.6111111111111112,0.7924528301886793,0.7735849056603774,0.7924528301886793,0.6851851851851852,0.8148148148148148,0.6981132075471698,0.7735849056603774,0.7547169811320755,0.7407407407407407,0.8148148148148148,0.7358490566037735,0.7169811320754716,0.7735849056603774,0.7454460750058234,0.05547793927214327
test_f1_macro,0.47749042145593873,0.5555555555555556,0.5385093940525071,0.7369509043927649,0.7298701298701298,0.47520098948670375,0.7636348238482386,0.4745679012345679,0.6873015873015872,0.5084527035746548,0.5083514887436457,0.7636348238482386,0.7140337616528093,0.6428571428571428,0.6898148148148149,0.6177484295126199,0.1145897882394816
test_precision_macro,0.46804597701149425,0.5454545454545454,0.537283950617284,0.8453661034306196,0.6881118881118882,0.4743589743589743,0.8787409700722394,0.4781746031746032,0.6913978494623656,0.5082559339525284,0.5047619047619047,0.8787409700722394,0.6666666666666666,0.6568627450980392,0.6902564102564103,0.63416529950012,0.14698508437620994
test_recall_macro,0.4877561219390305,0.7181818181818181,0.5434343434343435,0.6849529780564264,0.8589341692789968,0.4792603698150925,0.7090909090909091,0.4838383838383839,0.6849529780564264,0.5146290491118077,0.5197401299350325,0.7090909090909091,0.8282828282828283,0.6394984326018809,0.6959247648902821,0.6371712123736112,0.1250709952669114
