,class_or_metric,precision,recall,f1-score,support
0,0,0.71875,0.46938775510204084,0.5679012345679012,147.0
1,1,0.5928571428571429,0.7477477477477478,0.6613545816733067,111.0
2,2,0.2903225806451613,1.0,0.45,9.0
3,accuracy,0.602996254681648,0.602996254681648,0.602996254681648,0.602996254681648
4,macro avg,0.5339765745007681,0.7390451676165961,0.5597519387470693,267.0
5,weighted avg,0.6519711463780874,0.602996254681648,0.6027784271431406,267.0
