,class_or_metric,precision,recall,f1-score,support
0,0,0.556390977443609,0.5034013605442177,0.5285714285714286,147.0
1,1,0.5697674418604651,0.44144144144144143,0.49746192893401014,111.0
2,2,0.1875,1.0,0.3157894736842105,9.0
3,accuracy,0.4943820224719101,0.4943820224719101,0.4943820224719101,0.4943820224719101
4,macro avg,0.4378861397680247,0.6482809339952197,0.4472742770632164,267.0
5,weighted avg,0.5495174521749894,0.4943820224719101,0.5084658403551799,267.0
