,class_or_metric,precision,recall,f1-score,support
0,0,0.7123287671232876,0.7074829931972789,0.7098976109215017,147.0
1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,111.0
2,2,0.3,0.3333333333333333,0.3157894736842105,9.0
3,accuracy,0.6779026217228464,0.6779026217228464,0.6779026217228464,0.6779026217228464
4,macro avg,0.5596651445966515,0.5691609977324262,0.564117917090793,267.0
5,weighted avg,0.6794469242214354,0.6779026217228464,0.678640651942392,267.0
