,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,mean,std
fit_time,0.013149738311767578,0.011499643325805664,0.00947713851928711,0.008928060531616211,0.01052093505859375,0.0069026947021484375,0.009932518005371094,0.008283615112304688,0.008720159530639648,0.007038116455078125,0.006455898284912109,0.0065076351165771484,0.0070836544036865234,0.0065686702728271484,0.008461713790893555,0.008635346094767253,0.0020051123057290765
score_time,0.03701519966125488,0.01802539825439453,0.018808364868164062,0.021544933319091797,0.018414020538330078,0.017871379852294922,0.01774764060974121,0.018384456634521484,0.01618170738220215,0.016037940979003906,0.014983892440795898,0.015563726425170898,0.017790794372558594,0.014181852340698242,0.014915943145751953,0.018497816721598306,0.005462876125162734
test_accuracy,0.3888888888888889,0.3888888888888889,0.5471698113207547,0.37735849056603776,0.4528301886792453,0.42592592592592593,0.42592592592592593,0.5849056603773585,0.49056603773584906,0.5283018867924528,0.42592592592592593,0.3888888888888889,0.4528301886792453,0.4339622641509434,0.4528301886792453,0.4510132774283717,0.0620502745238365
test_f1_macro,0.28135593220338984,0.28518518518518515,0.36106570774762997,0.26280193236714977,0.3221253632212536,0.3035822707953855,0.30793956927033106,0.5772357723577236,0.3116883116883117,0.41558441558441556,0.3079710144927536,0.2850574712643678,0.2785185185185185,0.3220258002866698,0.3148148148148148,0.3291301386531934,0.07806849350035443
test_precision_macro,0.21296296296296294,0.20833333333333334,0.5845410628019324,0.20128205128205132,0.24074074074074073,0.22587719298245615,0.2239316239316239,0.5256410256410257,0.2402777777777778,0.3138888888888889,0.24386724386724387,0.21296296296296294,0.21203703703703702,0.5565410199556541,0.23720930232558138,0.2960062817660848,0.13735599574207946
test_recall_macro,0.6086956521739131,0.6212121212121212,0.6484848484848484,0.5402298850574713,0.5862068965517241,0.6376811594202899,0.6515151515151515,0.6666666666666666,0.4540229885057471,0.632183908045977,0.6376811594202899,0.6212121212121212,0.5888888888888889,0.5783699059561128,0.5862068965517241,0.6039505499775365,0.053398482356554366
