,class_or_metric,precision,recall,f1-score,support
0,0,0.7265625,0.6326530612244898,0.6763636363636364,147.0
1,1,0.6470588235294118,0.6936936936936937,0.6695652173913044,111.0
2,2,0.3,0.6666666666666666,0.41379310344827586,9.0
3,accuracy,0.6591760299625468,0.6591760299625468,0.6591760299625468,0.6591760299625468
4,macro avg,0.5578737745098039,0.6643378071949501,0.5865739857344056,267.0
5,weighted avg,0.6791318985459351,0.6591760299625468,0.6646866352319243,267.0
