,class_or_metric,precision,recall,f1-score,support
0,0,0.673469387755102,0.673469387755102,0.673469387755102,147.0
1,1,0.6261682242990654,0.6036036036036037,0.6146788990825688,111.0
2,2,0.38461538461538464,0.5555555555555556,0.45454545454545453,9.0
3,accuracy,0.6404494382022472,0.6404494382022472,0.6404494382022472,0.6404494382022472
4,macro avg,0.5614176655565174,0.6108761823047538,0.5808979137943752,267.0
5,weighted avg,0.644068207336085,0.6404494382022472,0.6416489396594541,267.0
