,class_or_metric,precision,recall,f1-score,support
0,0,0.7583333333333333,0.6190476190476191,0.6816479400749064,147.0
1,1,0.65625,0.7567567567567568,0.702928870292887,111.0
2,2,0.3684210526315789,0.7777777777777778,0.5,9.0
3,accuracy,0.6816479400749064,0.6816479400749064,0.6816479400749064,0.6816479400749064
4,macro avg,0.5943347953216375,0.7178607178607179,0.6281922701225978,267.0
5,weighted avg,0.7027510841711019,0.6816479400749064,0.6843721040955868,267.0
