,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,mean,std
fit_time,0.17157387733459473,0.7887399196624756,0.06106424331665039,0.0626983642578125,0.07002806663513184,0.07866406440734863,0.07816839218139648,0.20604467391967773,0.1711256504058838,0.059984683990478516,0.1611490249633789,0.08566093444824219,0.06468462944030762,0.06278300285339355,0.06560993194580078,0.1458652973175049,0.1848424045418774
score_time,0.01598501205444336,0.015007495880126953,0.013558149337768555,0.013584375381469727,0.013425588607788086,0.013431310653686523,0.021713972091674805,0.01327061653137207,0.013153553009033203,0.014955997467041016,0.01861286163330078,0.013811826705932617,0.013178348541259766,0.013350248336791992,0.014364957809448242,0.014760287602742513,0.00241303376917572
test_accuracy,0.7037037037037037,0.6111111111111112,0.7924528301886793,0.7735849056603774,0.7924528301886793,0.6851851851851852,0.8148148148148148,0.6981132075471698,0.7735849056603774,0.7547169811320755,0.7407407407407407,0.8148148148148148,0.7358490566037735,0.7169811320754716,0.7735849056603774,0.7454460750058234,0.05547793927214327
test_f1_macro,0.47749042145593873,0.5555555555555556,0.5385093940525071,0.7369509043927649,0.7298701298701298,0.47520098948670375,0.7636348238482386,0.4745679012345679,0.6873015873015872,0.5084527035746548,0.5083514887436457,0.7636348238482386,0.7140337616528093,0.6428571428571428,0.6898148148148149,0.6177484295126199,0.1145897882394816
test_precision_macro,0.46804597701149425,0.5454545454545454,0.537283950617284,0.8453661034306196,0.6881118881118882,0.4743589743589743,0.8787409700722394,0.4781746031746032,0.6913978494623656,0.5082559339525284,0.5047619047619047,0.8787409700722394,0.6666666666666666,0.6568627450980392,0.6902564102564103,0.63416529950012,0.14698508437620994
test_recall_macro,0.4877561219390305,0.7181818181818181,0.5434343434343435,0.6849529780564264,0.8589341692789968,0.4792603698150925,0.7090909090909091,0.4838383838383839,0.6849529780564264,0.5146290491118077,0.5197401299350325,0.7090909090909091,0.8282828282828283,0.6394984326018809,0.6959247648902821,0.6371712123736112,0.1250709952669114
