,class_or_metric,precision,recall,f1-score,support
0,0,0.7737226277372263,0.7210884353741497,0.7464788732394366,147.0
1,1,0.7203389830508474,0.7657657657657657,0.74235807860262,111.0
2,2,0.3333333333333333,0.4444444444444444,0.38095238095238093,9.0
3,accuracy,0.7303370786516854,0.7303370786516854,0.7303370786516854,0.7303370786516854
4,macro avg,0.609131648040469,0.6437662151947866,0.6232631109314792,267.0
5,weighted avg,0.7366848441798365,0.7303370786516854,0.7324446161784997,267.0
