,class_or_metric,precision,recall,f1-score,support
0,0,0.5347222222222222,0.5238095238095238,0.5292096219931272,147.0
1,1,0.5070422535211268,0.32432432432432434,0.3956043956043956,111.0
2,2,0.15384615384615385,0.8888888888888888,0.26229508196721313,9.0
3,accuracy,0.45318352059925093,0.45318352059925093,0.45318352059925093,0.45318352059925093
4,macro avg,0.3985368765298342,0.579007579007579,0.39570303318824535,267.0
5,weighted avg,0.5103763003450454,0.45318352059925093,0.464668756864354,267.0
