,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,mean,std
fit_time,0.010520219802856445,0.011269569396972656,0.00656890869140625,0.006373405456542969,0.006167411804199219,0.0063152313232421875,0.007861614227294922,0.008061885833740234,0.0059773921966552734,0.006148099899291992,0.007810354232788086,0.006819248199462891,0.0063457489013671875,0.00820779800415039,0.005570650100708008,0.007334502538045248,0.0016678474302956672
score_time,0.024002552032470703,0.018527984619140625,0.014718055725097656,0.014696836471557617,0.014339923858642578,0.014705657958984375,0.016072511672973633,0.016133785247802734,0.01570415496826172,0.01731252670288086,0.01663064956665039,0.015300989151000977,0.016245603561401367,0.015565633773803711,0.016328811645507812,0.016419045130411782,0.002370159845424278
test_accuracy,0.35185185185185186,0.3888888888888889,0.5471698113207547,0.4528301886792453,0.5283018867924528,0.42592592592592593,0.42592592592592593,0.5849056603773585,0.5094339622641509,0.5471698113207547,0.4074074074074074,0.3888888888888889,0.5283018867924528,0.4716981132075472,0.49056603773584906,0.4699510831586304,0.07025841587488081
test_f1_macro,0.260351966873706,0.28518518518518515,0.23577235772357721,0.3221253632212536,0.41558441558441556,0.30350877192982456,0.3074074074074074,0.5772357723577236,0.3333333333333333,0.452991452991453,0.29797979797979796,0.2867965367965368,0.36118143459915614,0.293859649122807,0.36148148148148146,0.339652995105844,0.08675257563965129
test_precision_macro,0.20346320346320346,0.20833333333333334,0.1858974358974359,0.24074074074074073,0.3138888888888889,0.228404875463699,0.22587719298245615,0.5256410256410257,0.2602040816326531,0.35034013605442177,0.23863636363636365,0.2196078431372549,0.2670068027210884,0.22576832151300233,0.2691511387163561,0.26419742558812825,0.08394276597030578
test_recall_macro,0.5797101449275363,0.6212121212121212,0.32222222222222224,0.5862068965517241,0.632183908045977,0.6376811594202899,0.6515151515151515,0.6666666666666666,0.46551724137931033,0.6436781609195402,0.6231884057971014,0.6212121212121212,0.6333333333333333,0.44252873563218387,0.6091954022988505,0.5824034447422753,0.09639785099370549
